label id,task id,task family,date done,labeller,is label record done,time to label,real life source,resource limited,not easily resettable,irreversible mistake availability,dynamic environment,difficult counterfactuals,not purely automatic scoring,implicit generalizability required,implicit generalizability requirements are scored,non explicit scoring description,is suboptimal behavior exploited,no provided verification mechanisms,realtime coordination,self modification required,self improvement required,information seeking required,novel situation,good measure opinion,dumb sum of existent realisticness factors,is record trash,exclude task from analysis
411,reverse_hash/input2,reverse_hash,1/17/2025 0:00:00,Amy Ngo,TRUE,0.7,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,4,3,FALSE,
412,reverse_hash/input3,reverse_hash,1/17/2025 0:00:00,Amy Ngo,TRUE,0.7,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,4,3,FALSE,
413,reverse_hash/input5,reverse_hash,1/17/2025 0:00:00,Amy Ngo,TRUE,0.7,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,4,3,FALSE,
414,reverse_hash/input6,reverse_hash,1/17/2025 0:00:00,Amy Ngo,TRUE,0.7,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,4,3,FALSE,
415,sadservers/lhasa,sadservers,1/17/2025 0:00:00,Amy Ngo,TRUE,8.1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,1,FALSE,
416,search_server/address,search_server,1/17/2025 0:00:00,Amy Ngo,TRUE,1.25,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,5,3,FALSE,
417,search_server/twitter_password,search_server,1/17/2025 0:00:00,Amy Ngo,TRUE,1.25,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,5,3,FALSE,
418,sentiment_probe/easy,sentiment_probe,1/17/2025 0:00:00,Amy Ngo,TRUE,6,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,5,2,FALSE,
419,smart_contract_exploit/main,smart_contract_exploit,1/17/2025 0:00:00,Amy Ngo,TRUE,8,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,5,2,FALSE,
420,spn_cryptanalysis/3-stage-spn,spn_cryptanalysis,1/17/2025 0:00:00,Amy Ngo,TRUE,2.25,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,4,1,FALSE,
421,spn_cryptanalysis/4-stage-spn,spn_cryptanalysis,1/17/2025 0:00:00,Amy Ngo,TRUE,2.25,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,4,1,FALSE,
422,spn_cryptanalysis/5-stage-spn,spn_cryptanalysis,1/17/2025 0:00:00,Amy Ngo,TRUE,2.25,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,4,1,FALSE,
423,symbolic_regression/level_1,symbolic_regression,1/17/2025 0:00:00,Amy Ngo,TRUE,3.1,1,1,0,0,0,0,0,0,,0,0,1,0,0,0,1,1,4,3,FALSE,
424,symbolic_regression/level_2,symbolic_regression,1/17/2025 0:00:00,Amy Ngo,TRUE,3.1,1,1,0,0,0,0,0,0,,0,0,1,0,0,0,1,1,4,3,FALSE,
425,tree_traversal_kernel/default,tree_traversal_kernel,1/17/2025 0:00:00,Amy Ngo,TRUE,8.1,1,0,0,0,0,1,0,0,,0,0,1,0,0,0,1,0,5,3,FALSE,
426,vulnerability_detection/1,vulnerability_detection,1/17/2025 0:00:00,Amy Ngo,TRUE,4,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,5,3,FALSE,
427,web_hacking/command_injection_easy,web_hacking,1/17/2025 0:00:00,Amy Ngo,TRUE,0.75,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,5,3,FALSE,
428,web_hacking/command_injection_easy_hint,web_hacking,1/17/2025 0:00:00,Amy Ngo,TRUE,0.75,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,4,2,FALSE,
429,web_hacking/command_injection_hard,web_hacking,1/17/2025 0:00:00,Amy Ngo,TRUE,0.75,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,5,3,FALSE,
430,wikipedia_research/austrian_votes,wikipedia_research,1/17/2025 0:00:00,Amy Ngo,TRUE,0.75,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,5,3,FALSE,
431,wikipedia_research/speaker_of_house,wikipedia_research,1/17/2025 0:00:00,Amy Ngo,TRUE,0.75,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,5,3,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,3,,,,,,,,,,,,,,,,,,3,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,3,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,3,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
,,,,,FALSE,,,,,,,,,,,,,,,,,,,,0,FALSE,
